,name,rank,reviews,stars,review_page,cat,print
88,"DripDrop ORS - Electrolyte Powder For Dehydration Relief Fast - For Workout, Sweating, Illness, & Travel Recovery - Watermelon, Berry, Lemon Variety Pack - 16 x 5.64 Oz Servings",#9,"32,235",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09HSTB17V/ref=zg_bs_boost_cr_sccl_9/146-4176987-7531425?pd_rd_i=B09HSTB17V,Amazon Launchpad,$18.99 - $58.99
89,"Rocketbook Smart Reusable Notebook - Dot-Grid Eco-Friendly Notebook with 1 Pilot Frixion Pen & 1 Microfiber Cloth Included - Beacon Orange Cover, Executive Size (6"" x 8.8"")",#10,"66,447",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B4GNDK56/ref=zg_bs_boost_cr_sccl_10/146-4176987-7531425?pd_rd_i=B0B4GNDK56,Amazon Launchpad,$16.66 - $58.99
90,"Olly Extra Strength Probiotic Gummy, Immune and Digestive Support, 6 Billion CFUs, 2 Probiotic Strains, Chewable Supplement, Juicy Apple, 25 Day Supply, 50 Count",#11,"23,735",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09KY7S3MG/ref=zg_bs_boost_cr_sccl_11/146-4176987-7531425?pd_rd_i=B09KY7S3MG,Amazon Launchpad,$12.40 - $39.99
91,"SmartyPants Organic Kids Multivitamin, Daily Gummy Vitamins: Probiotics, Vitamin C, D3, Zinc, & B12 for Immune Support, Energy & Digestive Health, Assorted Fruit Flavor, 120 Gummies, 30 Day Supply",#12,"19,872",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B55CMMNT/ref=zg_bs_boost_cr_sccl_12/146-4176987-7531425?pd_rd_i=B0B55CMMNT,Amazon Launchpad,$16.99 - $41.21
92,"COSRX Snail Mucin 96% Power Repairing Essence 3.38 fl.oz, 100ml, Hydrating Serum for Face with Snail Secretion Filtrate for Dark Spots and Fine Lines, Not Tested on Animals, No Parabens, No Sulfates, No Phthalates, Korean Skincare",#13,"16,891",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B00PBX3L7K/ref=zg_bs_boost_cr_sccl_13/146-4176987-7531425?pd_rd_i=B00PBX3L7K,Amazon Launchpad,$17.50
93,"SmartyPants Capsules, Prenatal Formula, 30 Capsules",#14,"20,740",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B0B5598GZB/ref=zg_bs_boost_cr_sccl_14/146-4176987-7531425?pd_rd_i=B0B5598GZB,Amazon Launchpad,$16.99 - $46.31
94,"iOttie Easy One Touch 4 Dash & Windshield Universal Car Mount Phone Holder Desk Stand for -iPhone, Samsung, Moto, Huawei, Nokia, LG, Smartphones, Black",#15,"95,490",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B4RGFHH1/ref=zg_bs_boost_cr_sccl_15/146-4176987-7531425?pd_rd_i=B0B4RGFHH1,Amazon Launchpad,$23.50 - $24.95
95,"2 Pack Marine Series - IP68 Water-Proof Floating Protection Phone Pouch (Regular Size) - for iPhone 13 12 11 Pro Max Mini - Detachable Lanyard - Universal Compatibility, Black/Hi-Vis Yellow",#16,"1,358",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B3T7QFH3/ref=zg_bs_boost_cr_sccl_16/146-4176987-7531425?pd_rd_i=B0B3T7QFH3,Amazon Launchpad,$15.99 - $59.99
96,"Califia Farms - Almond Milk, Unsweetened Barista Blend| Shelf Stable | Non Dairy | Nut Milk | Creamer | Sugar Free | Keto Friendly | Vegan | Plant Based | Whole30 | Non-GMO, 32 Oz (Pack of 6)",#17,"12,754",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09D22FPYL/ref=zg_bs_boost_cr_sccl_17/146-4176987-7531425?pd_rd_i=B09D22FPYL,Amazon Launchpad,$21.48 - $54.00
97,"Vita Coco Coconut Water, Pure Organic | Refreshing Coconut Taste | Natural Electrolytes | Vital Nutrients | 11.1 Oz (Pack Of 12)",#18,"14,854",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B08633FHCB/ref=zg_bs_boost_cr_sccl_18/146-4176987-7531425?pd_rd_i=B08633FHCB,Amazon Launchpad,$13.76 - $40.99
98,"OLLY Ultra Women's Multi Softgels, Overall Health and Immune Support, Omega-3s, Iron, Vitamins A, D, C, E, B12, Daily Multivitamin, 30 Day Supply - 60 Count",#19,"31,032",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B5FQPG98/ref=zg_bs_boost_cr_sccl_19/146-4176987-7531425?pd_rd_i=B0B5FQPG98,Amazon Launchpad,$11.98 - $37.99
99,"OLLY Glowing Skin Collagen Gummy Starter Pack Bundle, Hydrated, Youthful Skin, Hyaluronic Acid, Sea Buckthorn, Chewable Supplement, Berry, 50 Count Bottle and 120 Count Pouch",#20,"24,031",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B3YWPGCH/ref=zg_bs_boost_cr_sccl_20/146-4176987-7531425?pd_rd_i=B0B3YWPGCH,Amazon Launchpad,$12.49 - $44.99
100,"b.tan tanned AF - Ultra Dark Self Tanner - 100% Natural, Fast, 1 Hour Sunless Tanner Mousse, No Gimmicks, No Fake Tan Smell, No Added Nasties, Vegan, Cruelty & Paraben Free, 6.7 Fl Oz",#21,"22,527",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B07CMH6RJW/ref=zg_bs_boost_cr_sccl_21/146-4176987-7531425?pd_rd_i=B07CMH6RJW,Amazon Launchpad,$4.39 - $22.90
101,"Avarelle Pimple Patches (40 Count) Hydrocolloid Acne Cover Patches & Acne Clearing Device | Zit Patches for Blemishes, Zits and Breakouts with Tea Tree, Calendula and Cica Oil for Face | Vegan, Cruelty Free Certified, Carbonfree Certified (40 PATCHES)",#22,"66,627",4.2 out of 5 stars,https://www.amazon.com/product-reviews/B075QNC39Q/ref=zg_bs_boost_cr_sccl_22/146-4176987-7531425?pd_rd_i=B075QNC39Q,Amazon Launchpad,$8.49
102,"OLLY Kids Immunity Gummy, Immune Support, Wellmune, Elderberry, Vitamin C, Zinc, Kids Chewable Supplement, Cherry - 50 Count",#23,"20,248",4.7 out of 5 stars,https://www.amazon.com/product-reviews/B0B46YRX6Z/ref=zg_bs_boost_cr_sccl_23/146-4176987-7531425?pd_rd_i=B0B46YRX6Z,Amazon Launchpad,$12.09 - $35.99
103,"OLLY Goodbye Stress Gummy, GABA, L-Theanine, Lemon Balm, Stress Relief Supplement, Berry, 42 Day Supply - 42 Count",#24,"18,762",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B0B58DSKG5/ref=zg_bs_boost_cr_sccl_24/146-4176987-7531425?pd_rd_i=B0B58DSKG5,Amazon Launchpad,$12.59 - $42.50
104,"TubShroom Revolutionary Tub Drain Protector Hair Catcher/Strainer/Snare, Blue",#25,"109,134",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B07NL1HTPT/ref=zg_bs_boost_cr_sccl_25/146-4176987-7531425?pd_rd_i=B07NL1HTPT,Amazon Launchpad,$12.95 - $21.99
105,"ALOHA Organic Plant Based Protein Bars - Chocolate Chip Cookie Dough - 12 Count, 1.9oz Bars - Vegan Snacks, Low Sugar, Gluten-Free, Low Carb, Paleo, Non-GMO, Stevia-Free, No Sugar Alcohols",#26,"1,606",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B08FFNF2XZ/ref=zg_bs_boost_cr_sccl_26/146-4176987-7531425?pd_rd_i=B08FFNF2XZ,Amazon Launchpad,$22.49 - $45.25
106,Sheets Laundry Club - up to 100 Loads - 50 Sheets - As Seen on Shark Tank - Laundry Detergent Sheets - Fresh Linen Scent - No Plastic Jug - New Liquid-less Technology - Eco-Friendly Lightweight,#27,"11,379",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B7LC848X/ref=zg_bs_boost_cr_sccl_27/146-4176987-7531425?pd_rd_i=B0B7LC848X,Amazon Launchpad,$16.65 - $62.99
107,"AFreschi Turkey Tendon Dog Treats, Premium All-Natural, Hypoallergenic, Dog Chew Treat, Easy to Digest, Alternative to Rawhide, Ingredient Sourced from USA (Large)",#28,"20,148",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B07L39RHHC/ref=zg_bs_boost_cr_sccl_28/146-4176987-7531425?pd_rd_i=B07L39RHHC,Amazon Launchpad,$14.49 - $129.00
108,"(50 Pcs) Fidget Toys Pack Party Favors Kids, Sensory Toys Autism Autistic Children, Classroom Treasure Box Chest Prizes Pinata Stuffer Gifts Pop It Figet, Small Mini Bulk Toy Popit Figit Carnival ADHD",#29,"9,424",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0973R7JMP/ref=zg_bs_boost_cr_sccl_29/146-4176987-7531425?pd_rd_i=B0973R7JMP,Amazon Launchpad,$29.95
109,"SHASHIBO Shape Shifting Box - Award-Winning, Patented Fidget Cube w/ 36 Rare Earth Magnets - Extraordinary 3D Magic Cube – Shashibo Cube Magnet Fidget Toy Transforms Into Over 70 Shapes (Blue Planet)",#30,"37,384",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09NTXBJDM/ref=zg_bs_boost_cr_sccl_30/146-4176987-7531425?pd_rd_i=B09NTXBJDM,Amazon Launchpad,$25.00 - $299.00
110,"Silonn Ice Makers Countertop, 9 Cubes Ready in 6 Mins, 26lbs in 24Hrs, Self-Cleaning Ice Machine with Ice Scoop and Basket, 2 Sizes of Bullet Ice for Home Kitchen Office Bar Party",#1,"8,883",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09BW71ZHK/ref=zg_bs_appliances_cr_sccl_1/146-4176987-7531425?pd_rd_i=B09BW71ZHK,Appliances,$105.99 - $119.99
111,"AGLUCKY Countertop Ice Maker Machine, Portable Ice Makers Countertop, Make 26 lbs ice in 24 hrs,Ice Cube Rready in 6-8 Mins with Ice Scoop and Basket (Black)",#2,"15,087",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B08L97G5TF/ref=zg_bs_appliances_cr_sccl_2/146-4176987-7531425?pd_rd_i=B08L97G5TF,Appliances,$99.99 - $139.99
112,"Euhomy Ice Maker Machine Countertop, 26 lbs in 24 Hours, 9 Cubes Ready in 6 Mins, Self-Clean Electric Ice Maker Compact Potable Ice Maker with Ice Scoop and Basket. for Home/Kitchen/Office.(Black)",#3,"11,368",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09KL1GPY7/ref=zg_bs_appliances_cr_sccl_3/146-4176987-7531425?pd_rd_i=B09KL1GPY7,Appliances,$139.99 - $149.99
113,"2-Pack Ice Machine Cleaner and Descaler 16 fl oz Nickel Safe Descaler | Ice Maker Cleaner Compatible with All Major Brands (Scotsman, KitchenAid, Affresh, Opal, Manitowoc) - Made in USA",#4,"1,971",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09MW79GWY/ref=zg_bs_appliances_cr_sccl_4/146-4176987-7531425?pd_rd_i=B09MW79GWY,Appliances,$19.49 - $49.99
114,"Euhomy Ice Maker Machine Countertop with Handle, 26lbs/24H, 9 Bullet Ice Cubes Ready in 6 Mins, Auto-Cleaning, Portable Ice Maker with Basket and Scoop, for Home/Kitchen/Camping/RV. (Black)",#5,"1,903",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B4P1M4JL/ref=zg_bs_appliances_cr_sccl_5/146-4176987-7531425?pd_rd_i=B0B4P1M4JL,Appliances,$114.99 - $119.99
115,"Broan-NuTone 412402 Non-Ducted Under-Cabinet Ductless Range Hood Insert, 24-Inch, Bisque",#6,"17,856",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B6HW9JJ2/ref=zg_bs_appliances_cr_sccl_6/146-4176987-7531425?pd_rd_i=B0B6HW9JJ2,Appliances,$51.80 - $416.24
116,"FRIGIDAIRE EFIC189-Silver Compact Ice Maker, 26 lb per Day, Silver (Packaging May Vary)",#7,"11,481",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B075QP7SCP/ref=zg_bs_appliances_cr_sccl_7/146-4176987-7531425?pd_rd_i=B075QP7SCP,Appliances,$125.44
117,GE Profile Opal | Countertop Nugget Ice Maker with Side Tank | Portable Ice Machine Makes up to 24 lbs. of Ice Per Day | Stainless Steel Finish,#8,"17,826",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B09YXFTWJS/ref=zg_bs_appliances_cr_sccl_8/146-4176987-7531425?pd_rd_i=B09YXFTWJS,Appliances,$479.00 - $529.99
118,"Upstreman 3.2 Cu.Ft Mini Fridge with Freezer, Single Door Mini Fridge, Adjustable Thermostat, Mini Refrigerator for Dorm, Office, Bedroom, Black-BR321",#9,596,4.4 out of 5 stars,https://www.amazon.com/product-reviews/B09RWFZTWW/ref=zg_bs_appliances_cr_sccl_9/146-4176987-7531425?pd_rd_i=B09RWFZTWW,Appliances,$195.97
119,"Electactic Ice Maker Countertop, Efficient Easy Carry Ice Maker, Self-Cleaning Ice Maker with Ice Scoop & Basket, 9pcs/ 8mins 26.6Lbs Per Day for Home/Office/Kitchen, Black",#10,598,4.2 out of 5 stars,https://www.amazon.com/product-reviews/B0B4RWT42C/ref=zg_bs_appliances_cr_sccl_10/146-4176987-7531425?pd_rd_i=B0B4RWT42C,Appliances,"$89.99 - $1,191.96"
120,hOmeLabs Portable Ice Maker Machine for Counter Top - Makes 26 lbs of Ice per 24 Hours - Ice Cubes Ready in 8-10 Minutes - Electric Ice Making Machine with Ice Scoop and 1.5 lb Ice Storage - Silver,#11,"5,739",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B071J2LSQS/ref=zg_bs_appliances_cr_sccl_11/146-4176987-7531425?pd_rd_i=B071J2LSQS,Appliances,$94.49
121,Front Load Washer Mold and Odor Prevention Rescue Your Washing Machine Helps your Washer Dry Properly to Prevent Odors (Blue),#12,167,4.0 out of 5 stars,https://www.amazon.com/product-reviews/B093G5ZJ5H/ref=zg_bs_appliances_cr_sccl_12/146-4176987-7531425?pd_rd_i=B093G5ZJ5H,Appliances,$15.99
122,"Frigidaire EFR182 1.6 cu ft Stainless Steel Mini Fridge. Perfect for Home or The Office. Platinum Series, 1.8",#13,711,4.4 out of 5 stars,https://www.amazon.com/product-reviews/B09MGT2M78/ref=zg_bs_appliances_cr_sccl_13/146-4176987-7531425?pd_rd_i=B09MGT2M78,Appliances,$160.10 - $569.96
123,Arctic King 7.0 cu ft Chest Freezer in Black,#14,"1,052",4.1 out of 5 stars,https://www.amazon.com/product-reviews/B07TM5FCSD/ref=zg_bs_appliances_cr_sccl_14/146-4176987-7531425?pd_rd_i=B07TM5FCSD,Appliances,$265.00
124,"Ice Maker Machine for Countertop, Self-Cleaning Function, 26Lbs/24H Portable Ice Maker, 9 Ice Ready in 6 Mins, Compact Ice Maker with Ice Scoop & Basket for Home Use/Party/Camping (Black)",#15,"3,701",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B09ZDXYH3Z/ref=zg_bs_appliances_cr_sccl_15/146-4176987-7531425?pd_rd_i=B09ZDXYH3Z,Appliances,$159.99 - $189.99
125,"Midea MRC04M3AWW, White 3.5 cu. ft. Mini Freezer, Cubic Feet",#16,"8,434",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B4YS19SH/ref=zg_bs_appliances_cr_sccl_16/146-4176987-7531425?pd_rd_i=B0B4YS19SH,Appliances,$299.00 - $899.00
126,"Igloo ICEBNH26BK Automatic Self-Cleaning Portable Electric Countertop Maker Machine, 26 Pounds in 24 Hours, 9 Cubes Ready in 7 Minutes, with Ice Scoop and Basket-Black",#17,"2,532",4.4 out of 5 stars,https://www.amazon.com/product-reviews/B08VCZ438B/ref=zg_bs_appliances_cr_sccl_17/146-4176987-7531425?pd_rd_i=B08VCZ438B,Appliances,$99.99 - $129.99
127,GE Profile Opal 2.0 | Countertop Nugget Ice Maker | Ice Machine with WiFi Connectivity | Smart Home Kitchen Essentials | Black Stainless,#18,588,4.4 out of 5 stars,https://www.amazon.com/product-reviews/B09SM3R3GL/ref=zg_bs_appliances_cr_sccl_18/146-4176987-7531425?pd_rd_i=B09SM3R3GL,Appliances,$529.00 - $629.00
128,"Broan-NuTone 30-inch Under-Cabinet Convertible Range Hood with 2-Speed Exhaust Fan and Light, MAX 210 CFM, White",#19,"6,989",4.6 out of 5 stars,https://www.amazon.com/product-reviews/B0B1JCXN1N/ref=zg_bs_appliances_cr_sccl_19/146-4176987-7531425?pd_rd_i=B0B1JCXN1N,Appliances,$62.00 - $410.72
129,Gevi Nugget Ice Maker Countertop with Thick Insulation | Self-Cleaning Pellet Ice Machine | Quietly Making Max 29Lb/Day | Stainless Steel Housing | Portable Design for Home Kitchen (GIMN-1102 Black),#20,615,4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09QRZMDHC/ref=zg_bs_appliances_cr_sccl_20/146-4176987-7531425?pd_rd_i=B09QRZMDHC,Appliances,$459.98 - $869.90
130,[],,615,4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09QRZMDHC/ref=zg_bs_appliances_cr_sccl_20/146-4176987-7531425?pd_rd_i=B09QRZMDHC,Appliances,[]
131,"Thereye Countertop Nugget Ice Maker, Pebble Ice Maker Machine, 30lbs Per Day, 2 Ways Water Refill, 3Qt Water Reservoir & Self-Cleaning, Stainless Steel Finish Ice Machine for Home Office Bar Party",#22,330,4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09MVV717N/ref=zg_bs_appliances_cr_sccl_22/146-4176987-7531425?pd_rd_i=B09MVV717N,Appliances,$399.99
132,"Proctor Silex Electric Single Burner Cooktop, Compact and Portable, Adjustable Temperature Hot Plate, 1200 Watts, 34106, White & Stainless",#23,"1,807",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B09T6KM6RC/ref=zg_bs_appliances_cr_sccl_23/146-4176987-7531425?pd_rd_i=B09T6KM6RC,Appliances,$19.99 - $35.99
133,"Broan-NuTone 24-inch Under-Cabinet Range Hood with 2-Speed Exhaust Fan and Light, MAX 230 CFM, Bisque",#24,"4,918",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B0B1J1QL81/ref=zg_bs_appliances_cr_sccl_24/146-4176987-7531425?pd_rd_i=B0B1J1QL81,Appliances,$59.95 - $290.93
134,"Ice Maker Countertop, Fast ice Making in 6 Mins, 26.5lbs/24Hrs 9 Bullet Ice, Portable Ice Maker Machine with Self-Cleaning, Ice Scoop and Basket, Bullet-Shaped Ice Maker for Home/Kitchen/Office/Party",#25,910,4.4 out of 5 stars,https://www.amazon.com/product-reviews/B0B49ZSDFP/ref=zg_bs_appliances_cr_sccl_25/146-4176987-7531425?pd_rd_i=B0B49ZSDFP,Appliances,$149.99 - $169.99
135,"COMFEE' Countertop Dishwasher, Portable Dishwasher with 5L Built-in Water Tank, No Hookup Needed, 6 Programs, 360° Dual Spray, 192℉ Steam& Air-Dry Function, Mini Dishwasher for Apartments& RVs, White",#26,523,4.4 out of 5 stars,https://www.amazon.com/product-reviews/B0B78B1JC6/ref=zg_bs_appliances_cr_sccl_26/146-4176987-7531425?pd_rd_i=B0B78B1JC6,Appliances,$279.99 - $369.99
136,"Fresheracc Fridge Freezer Refrigerator Cabinet Lock Latch, (2 Packs) Adjustable French Door Guard for Toddlers Children Kids Special Needs, No Drill No Screw No Adhesive (2 Packs Black)",#27,"2,818",4.2 out of 5 stars,https://www.amazon.com/product-reviews/B08BLDZYZK/ref=zg_bs_appliances_cr_sccl_27/146-4176987-7531425?pd_rd_i=B08BLDZYZK,Appliances,$10.95 - $13.95
137,"Frigidaire Compact Countertop Ice Maker, Makes 26 Lbs. Of Bullet Shaped Ice Cubes Per Day, Silver Stainless",#28,"1,888",4.5 out of 5 stars,https://www.amazon.com/product-reviews/B09LTXRGG9/ref=zg_bs_appliances_cr_sccl_28/146-4176987-7531425?pd_rd_i=B09LTXRGG9,Appliances,$129.99 - $149.19
138,"ecozy Portable Ice Maker Countertop, 9 Cubes Ready in 6 Mins, 26.5 lbs in 24 Hours, Self-Cleaning Ice Maker Machine with Ice Bags/Ice Scoop/Ice Basket for Home Kitchen Office Bar Party, Silver",#29,99,4.6 out of 5 stars,https://www.amazon.com/product-reviews/B09YLTJB7L/ref=zg_bs_appliances_cr_sccl_29/146-4176987-7531425?pd_rd_i=B09YLTJB7L,Appliances,$105.99
139,"SPACEKEEPER Furniture Dolly Mobile Roller, Extendable Appliance Rollers Mobile Washing Machine Base, Fridge Stand Moving Cart for Washing Machines, Refrigerators, Dryers, Dishwashers, Black",#30,506,4.1 out of 5 stars,https://www.amazon.com/product-reviews/B09JFJRN42/ref=zg_bs_appliances_cr_sccl_30/146-4176987-7531425?pd_rd_i=B09JFJRN42,Appliances,$24.99
140,[],#1,"129,839",4.3 out of 5 stars,https://www.amazon.com/product-reviews/B00992CF6W/ref=zg_bs_mobile-apps_cr_sccl_1/146-4176987-7531425?pd_rd_i=B00992CF6W,Apps & Games,$6.99
141,[],#2,"4,169",3.9 out of 5 stars,https://www.amazon.com/product-reviews/B06Y36DBZX/ref=zg_bs_mobile-apps_cr_sccl_2/146-4176987-7531425?pd_rd_i=B06Y36DBZX,Apps & Games,$3.99
142,[],#3,62,2.8 out of 5 stars,https://www.amazon.com/product-reviews/B0B1CBZZY3/ref=zg_bs_mobile-apps_cr_sccl_3/146-4176987-7531425?pd_rd_i=B0B1CBZZY3,Apps & Games,$6.99
143,[],#4,"6,660",3.5 out of 5 stars,https://www.amazon.com/product-reviews/B07YQ1YTQX/ref=zg_bs_mobile-apps_cr_sccl_4/146-4176987-7531425?pd_rd_i=B07YQ1YTQX,Apps & Games,$0.99
144,[],#5,345,3.1 out of 5 stars,https://www.amazon.com/product-reviews/B09N9D7HS6/ref=zg_bs_mobile-apps_cr_sccl_5/146-4176987-7531425?pd_rd_i=B09N9D7HS6,Apps & Games,$6.99
145,[],#6,239,2.6 out of 5 stars,https://www.amazon.com/product-reviews/B09R7W2J3J/ref=zg_bs_mobile-apps_cr_sccl_6/146-4176987-7531425?pd_rd_i=B09R7W2J3J,Apps & Games,$7.99
146,[],#7,300,3.0 out of 5 stars,https://www.amazon.com/product-reviews/B09LJ14DVS/ref=zg_bs_mobile-apps_cr_sccl_7/146-4176987-7531425?pd_rd_i=B09LJ14DVS,Apps & Games,$9.00
147,[],#8,"18,958",4.2 out of 5 stars,https://www.amazon.com/product-reviews/B00EDTSKLU/ref=zg_bs_mobile-apps_cr_sccl_8/146-4176987-7531425?pd_rd_i=B00EDTSKLU,Apps & Games,$1.99
148,[],#9,22,2.2 out of 5 stars,https://www.amazon.com/product-reviews/B0B2QDGXW8/ref=zg_bs_mobile-apps_cr_sccl_9/146-4176987-7531425?pd_rd_i=B0B2QDGXW8,Apps & Games,$6.99
149,[],#10,20,3.6 out of 5 stars,https://www.amazon.com/product-reviews/B09XVG1VGD/ref=zg_bs_mobile-apps_cr_sccl_10/146-4176987-7531425?pd_rd_i=B09XVG1VGD,Apps & Games,$6.99
150,[],#11,24,3.5 out of 5 stars,https://www.amazon.com/product-reviews/B09NSKZXM7/ref=zg_bs_mobile-apps_cr_sccl_11/146-4176987-7531425?pd_rd_i=B09NSKZXM7,Apps & Games,$1.99
151,[],#12,76,2.6 out of 5 stars,https://www.amazon.com/product-reviews/B09X76T64L/ref=zg_bs_mobile-apps_cr_sccl_12/146-4176987-7531425?pd_rd_i=B09X76T64L,Apps & Games,$6.99
152,[],#13,244,2.7 out of 5 stars,https://www.amazon.com/product-reviews/B09LMM5KS1/ref=zg_bs_mobile-apps_cr_sccl_13/146-4176987-7531425?pd_rd_i=B09LMM5KS1,Apps & Games,$7.99
153,[],#14,157,2.8 out of 5 stars,https://www.amazon.com/product-reviews/B09SLX9HWT/ref=zg_bs_mobile-apps_cr_sccl_14/146-4176987-7531425?pd_rd_i=B09SLX9HWT,Apps & Games,$7.99
154,[],#15,58,3.2 out of 5 stars,https://www.amazon.com/product-reviews/B09XVC4WCP/ref=zg_bs_mobile-apps_cr_sccl_15/146-4176987-7531425?pd_rd_i=B09XVC4WCP,Apps & Games,$5.99
155,[],#16,"1,580",3.9 out of 5 stars,https://www.amazon.com/product-reviews/B01H0PMDCA/ref=zg_bs_mobile-apps_cr_sccl_16/146-4176987-7531425?pd_rd_i=B01H0PMDCA,Apps & Games,$3.99
